"","GC026126","GC026129","GC026123","GC026124","GC026127","GC026130"
"RAD54L2",256,345,293,296,169,184
"RAD9A",277,285,321,194,159,84
"RAD9B",4,10,9,15,1,2
"RADIL",104,95,86,60,20,46
"RAE1",437,365,348,458,188,222
"RAET1E",0,0,2,10,0,0
"RAET1E-AS1",13,14,11,1,7,3
"RAET1G",5,3,12,3,0,2
"RAET1K",1,0,0,2,0,0
"RAET1L",0,0,0,0,0,0
"RAET1M",0,0,0,0,0,0
"RAF1",1435,1376,1262,1132,735,747
"RAF1P1",0,0,0,0,0,0
"RAG1",36,29,80,46,17,59
"RAG2",0,0,0,0,0,0
"RAI1",833,1162,1058,506,339,298
"RAI1-AS1",0,0,0,0,0,0
"RAI14",1476,1352,1571,3054,1443,1847
"RAI2",336,180,132,92,7,35
"RALA",323,252,270,374,133,183
"RALB",567,604,375,899,440,603
"RALBP1",933,1084,1089,1257,578,759
"RALGAPA1",242,276,259,576,391,532
"RALGAPA1P",2,1,0,0,1,0
"RALGAPA2",302,375,369,308,235,195
"RALGAPB",894,1249,1001,1506,1600,1451
"RALGDS",1382,1878,1672,1608,914,820
"RALGPS1",143,150,227,125,197,184
"RALGPS2",106,105,102,161,133,218
"RALY",1394,1436,1250,1116,583,606
"RALY-AS1",9,13,12,4,4,3
"RALYL",33,44,53,185,166,130
"RAMP1",37,9,44,32,6,1
"RAMP2",93,81,125,43,8,11
"RAMP2-AS1",45,49,39,21,14,7
"RAMP3",1,0,0,0,0,0
"RAN",1913,2356,1560,2310,1030,1357
"RANBP1",512,530,469,775,320,455
"RANBP10",502,531,446,445,293,246
"RANBP17",54,33,51,20,12,17
"RANBP2",1007,1258,1228,1782,1205,1570
"RANBP20P",0,0,0,0,0,0
"RANBP3",838,917,993,965,477,452
"RANBP3L",448,2080,238,160,760,93
"RANBP6",295,372,312,494,311,342
"RANBP9",1002,1077,879,1061,515,663
"RANGAP1",1949,1623,1790,1841,1144,1004
"RANGRF",395,501,414,471,231,240
"RANP1",0,4,3,3,1,3
"RANP2",1,1,0,1,0,0
"RANP3",0,1,0,0,0,0
"RANP4",2,2,4,1,3,5
"RANP5",0,0,0,0,0,0
"RANP6",2,2,0,2,1,2
"RANP7",0,0,0,0,0,0
"RANP8",0,0,0,0,1,0
"RANP9",0,0,0,0,0,0
"RAP1A",414,484,333,687,225,432
"RAP1AP",0,0,0,0,0,0
"RAP1B",379,344,375,362,158,228
"RAP1BP1",0,0,0,0,0,0
"RAP1BP2",0,0,0,0,0,0
"RAP1BP3",0,0,0,0,0,0
"RAP1GAP",1979,2670,3070,5365,4929,3374
"RAP1GAP2",136,103,186,361,236,258
"RAP1GDS1",371,395,335,448,278,395
"RAP2A",143,213,132,329,124,217
"RAP2B",167,142,136,495,85,149
"RAP2C",230,260,203,323,153,218
"RAP2C-AS1",46,33,48,47,32,34
"RAP2CP1",3,2,5,3,0,0
"RAPGEF1",3210,5009,4329,3921,2017,1820
"RAPGEF2",655,769,732,1281,764,938
"RAPGEF3",368,388,400,2030,1441,963
"RAPGEF4",30,103,71,72,12,7
"RAPGEF4-AS1",0,0,0,0,0,0
"RAPGEF5",4,1,1,0,1,1
"RAPGEF6",57,77,66,137,47,79
"RAPGEFL1",120,147,207,236,258,103
"RAPH1",107,78,54,233,118,114
"RAPSN",4,2,9,16,5,6
"RARA",615,936,678,483,301,194
"RARA-AS1",88,84,67,70,42,39
"RARB",511,639,410,581,201,334
"RARG",327,449,337,497,309,265
"RARRES1",3817,10497,1465,666,135,301
"RARRES2",362,267,509,302,47,134
"RARRES2P1",0,0,0,0,0,0
"RARRES2P10",0,0,0,0,0,0
"RARRES2P11",0,0,0,0,0,0
"RARRES2P2",0,0,0,0,0,0
"RARRES2P3",0,0,0,0,0,0
"RARRES2P4",0,0,0,0,0,0
"RARRES2P5",0,0,0,0,0,0
"RARRES2P6",0,0,0,0,0,0
"RARRES2P7",0,0,0,0,0,0
"RARRES2P8",0,0,0,0,0,0
"RARRES2P9",0,0,0,0,0,0
"RARRES3",324,477,265,64,24,27
"RARS",763,689,662,999,494,604
"RARS2",522,347,473,407,187,190
"RARSP1",0,0,0,0,0,0
"RASA1",433,414,492,839,431,516
"RASA2",156,162,154,370,155,232
"RASA2-IT1",0,0,0,0,0,0
"RASA3",436,355,419,497,105,190
"RASA3-IT1",1,0,0,0,0,0
"RASA4",108,115,127,310,97,200
"RASA4B",5,2,7,34,3,11
"RASA4CP",66,60,75,102,47,86
"RASA4DP",2,3,4,11,2,5
"RASAL1",1,1,0,0,0,0
"RASAL2",107,42,50,172,44,99
"RASAL2-AS1",3,3,2,7,1,1
"RASAL3",6,9,2,37,6,7
"RASD1",46,16,9,0,0,0
"RASD2",14,15,15,14,1,0
"RASEF",10,3,7,2,5,9
"RASGEF1A",20,16,13,41,18,13
"RASGEF1B",105,50,86,16,20,39
"RASGEF1C",0,0,0,3,0,0
"RASGRF1",35,29,13,38,13,18
"RASGRF2",1026,610,478,516,249,298
"RASGRF2-AS1",16,5,10,22,7,7
"RASGRP1",55,157,110,98,39,110
"RASGRP2",58,112,70,178,114,100
"RASGRP3",27,18,32,129,126,94
"RASGRP4",1,1,0,27,2,2
"RASIP1",195,345,271,284,126,173
"RASL10A",3,9,9,32,17,6
"RASL10B",103,173,208,250,68,65
"RASL11A",464,577,209,313,127,129
"RASL11B",64,6,73,59,42,59
"RASL12",1,0,1,0,0,0
"RASSF1",306,358,267,480,200,204
"RASSF1-AS1",24,23,30,17,11,6
"RASSF10",0,0,0,0,0,0
"RASSF2",1859,2470,1902,1448,850,1344
"RASSF3",1491,1372,1805,4476,3662,3623
"RASSF4",481,347,511,1319,512,322
"RASSF5",16,11,7,73,9,31
"RASSF6",326,249,657,424,865,831
"RASSF7",434,790,606,713,440,413
"RASSF8",425,337,260,428,210,319
"RASSF8-AS1",166,158,175,175,129,119
"RASSF9",0,0,0,3,0,0
"RAVER1",371,577,446,332,258,231
"RAVER2",264,233,190,473,421,438
"RAX",2,0,1,7,0,0
"RAX2",0,0,0,0,0,0
"RB1",341,540,299,831,285,440
"RB1CC1",698,672,688,727,504,773
"RBAK",195,300,227,278,187,236
"RBAK-RBAKDN",0,0,0,0,0,0
"RBAKDN",0,0,0,0,0,0
"RBBP4",1764,1815,1703,2412,1222,1578
"RBBP4P1",3,4,3,0,0,2
"RBBP4P2",0,0,0,0,0,0
"RBBP4P3",0,0,0,0,0,0
"RBBP4P4",0,0,0,0,0,0
"RBBP4P5",0,0,0,0,1,0
"RBBP4P6",0,0,0,0,0,0
"RBBP5",232,273,281,338,218,274
"RBBP6",969,1093,1039,1021,611,662
"RBBP7",1677,1770,1371,1946,812,1151
"RBBP8",154,222,148,298,140,213
"RBBP8NL",0,0,0,0,0,0
"RBBP8P1",0,0,0,0,0,0
"RBBP9",479,491,449,759,385,611
"RBCK1",1222,1676,1298,1221,608,548
"RBFA",157,97,156,124,110,137
"RBFOX1",126,185,76,347,230,356
"RBFOX2",1951,1968,2239,2442,1520,1603
"RBFOX3",0,0,1,2,1,0
"RBKS",163,141,172,178,125,108
"RBL1",51,54,78,56,74,56
"RBL2",1149,1242,1210,1579,982,1356
"RBM10",490,580,534,832,430,377
"RBM11",26,45,29,2,12,23
"RBM11P1",0,0,0,0,0,0
"RBM12",523,559,574,703,499,521
"RBM12B",191,315,315,310,257,274
"RBM12B-AS1",2,0,0,0,1,0
"RBM14",592,555,675,778,439,425
"RBM14-RBM4",4,1,2,0,3,2
"RBM15",60,79,103,78,56,33
"RBM15B",1430,1471,1217,1365,750,712
"RBM17",1159,1466,1292,984,666,623
"RBM17P1",0,0,0,0,0,0
"RBM17P2",0,0,0,0,0,0
"RBM17P3",0,0,0,0,0,0
"RBM17P4",1,1,1,0,0,0
"RBM18",327,369,314,521,314,406
"RBM19",370,455,411,367,185,207
"RBM20",5,2,3,15,17,7
"RBM22",637,554,539,921,500,537
"RBM22P1",0,0,0,0,0,0
"RBM22P12",0,0,0,0,0,0
"RBM22P13",0,0,0,0,0,0
"RBM22P2",2,3,2,0,1,1
"RBM22P3",0,0,0,0,0,0
"RBM22P4",0,0,0,0,0,0
"RBM22P5",0,0,0,0,0,0
"RBM22P6",0,0,0,0,0,0
"RBM22P7",0,0,0,0,0,0
"RBM23",1261,1442,1322,1617,885,924
"RBM24",16,8,12,15,3,2
"RBM25",1103,1096,1185,1435,900,830
"RBM26",402,376,478,694,392,500
"RBM26-AS1",62,108,98,71,66,55
"RBM27",103,116,80,150,85,131
"RBM28",356,379,351,502,423,340
"RBM3",5173,6824,4457,3901,2101,2430
"RBM33",735,743,684,785,484,414
"RBM34",9,12,17,10,4,9
"RBM38",597,792,913,892,367,377
"RBM39",1869,2030,1885,2805,1399,1503
"RBM4",75,65,67,92,32,43
"RBM41",108,110,102,88,111,144
"RBM42",1019,1096,892,939,485,414
"RBM43",286,253,297,343,172,311
"RBM43P1",0,0,0,0,0,0
"RBM44",3,4,5,2,4,3
"RBM45",91,66,77,166,75,128
"RBM46",1,1,1,0,0,0
"RBM47",241,274,206,205,86,127
"RBM48",94,148,95,199,71,110
"RBM48P1",0,0,0,0,0,0
"RBM4B",133,121,144,419,174,194
"RBM5",1664,1430,1857,1709,996,903
"RBM5-AS1",0,0,2,3,0,0
"RBM6",629,938,687,1034,560,550
"RBM7",291,392,346,339,164,211
"RBM8A",1232,2071,1298,1812,970,1204
"RBM8B",1,2,0,0,0,0
"RBMS1",889,999,912,1614,955,1111
"RBMS1P1",0,0,0,0,0,0
"RBMS2",667,693,655,1462,570,799
"RBMS2P1",0,0,1,0,0,0
"RBMS3",619,490,614,923,443,721
"RBMS3-AS1",0,0,0,0,0,0
"RBMS3-AS2",5,1,2,5,3,9
"RBMS3-AS3",11,9,7,10,0,9
"RBMX",1024,1125,936,1857,866,970
"RBMX2",195,202,201,167,110,127
"RBMX2P1",0,0,1,0,0,0
"RBMX2P2",0,0,0,0,0,0
"RBMX2P3",0,0,0,0,0,0
"RBMX2P4",0,0,0,0,0,0
"RBMX2P5",0,0,1,0,0,0
"RBMXL1",205,268,178,290,181,144
"RBMXL2",1,1,1,0,2,0
"RBMXL3",0,0,0,0,0,0
"RBMXP1",1,0,0,0,0,0
"RBMXP2",0,0,1,0,0,0
"RBMXP4",2,5,8,7,0,0
"RBMY1A1",0,0,0,0,0,0
"RBMY1A3P",0,0,0,0,0,0
"RBMY1B",0,0,0,0,0,0
"RBMY1D",0,0,0,0,0,0
"RBMY1E",0,0,0,0,0,0
"RBMY1F",0,0,0,0,0,0
"RBMY1HP",0,0,0,0,0,0
"RBMY1J",0,0,0,0,0,0
"RBMY1KP",0,0,0,0,0,0
"RBMY2AP",0,0,0,0,0,0
"RBMY2BP",0,0,0,0,0,0
"RBMY2CP",0,0,0,0,0,0
"RBMY2DP",0,0,0,0,0,0
"RBMY2EP",0,0,0,0,0,0
"RBMY2FP",0,0,0,0,0,0
"RBMY2GP",0,0,0,0,0,0
"RBMY2HP",0,0,0,0,0,0
"RBMY2JP",0,0,0,0,0,0
"RBMY2KP",0,0,0,0,0,0
"RBMY2NP",0,0,0,0,0,0
"RBMY2OP",0,0,0,0,0,0
"RBMY2QP",0,0,0,0,0,0
"RBMY2TP",0,0,0,0,0,0
"RBMY2UP",0,0,0,0,0,0
"RBMY2WP",0,0,0,0,0,0
"RBMY2XP",0,0,0,0,0,0
"RBMY2YP",0,0,0,0,0,0
"RBMY3AP",0,0,0,0,0,0
"RBP1",895,1377,594,637,481,392
"RBP2",1,3,0,0,3,3
"RBP3",0,0,0,0,0,0
"RBP4",2,3,11,0,0,0
"RBP5",1,3,8,2,4,2
"RBP7",116,184,103,30,119,26
"RBPJ",620,846,867,954,545,706
"RBPJL",0,0,0,0,0,0
"RBPJP2",0,0,0,0,0,0
"RBPJP5",0,0,0,0,0,0
"RBPJP6",0,0,0,0,0,0
"RBPJP7",0,0,0,0,0,0
"RBPMS",35,19,5,148,26,36
"RBPMS-AS1",1,1,1,2,0,0
"RBPMS2",13,35,6,25,6,13
"RBPMS2P1",0,0,0,0,0,0
"RBPMSLP",0,0,0,0,0,0
"RBSN",676,751,730,737,457,630
"RBX1",570,640,497,613,229,353
"RC3H1",227,268,209,404,264,294
"RC3H1-IT1",1,0,1,0,0,0
"RC3H2",852,1036,791,846,771,656
"RCAN1",1292,1305,850,7400,1101,2578
"RCAN2",1106,1485,918,1115,815,774
"RCAN3",149,116,151,172,89,139
"RCBTB1",576,681,628,634,308,502
"RCBTB2",212,286,183,567,353,614
"RCBTB2P1",0,0,0,0,0,0
"RCC1",259,362,216,326,111,151
"RCC2",730,852,685,1241,411,547
"RCC2P1",0,0,0,0,0,0
"RCC2P2",0,0,0,0,0,0
"RCC2P3",0,0,0,0,0,0
"RCC2P4",0,0,0,0,0,0
"RCC2P5",0,0,0,0,0,0
"RCC2P6",1,1,0,0,0,0
"RCC2P7",0,0,0,0,0,0
"RCC2P8",0,0,0,0,0,0
"RCCD1",230,156,225,151,87,114
"RCE1",123,128,125,149,69,57
"RCHY1",243,271,189,283,169,225
"RCL1",155,157,133,171,104,100
"RCN1",1492,1494,1847,1365,181,455
"RCN1P1",0,0,0,0,0,0
"RCN1P2",36,73,53,4,7,8
"RCN2",1355,1434,1580,2668,890,1748
"RCN3",702,443,863,351,143,159
"RCOR1",243,381,291,295,178,162
"RCOR2",33,36,53,56,7,20
"RCOR3",342,305,374,526,376,343
"RCSD1",0,0,0,144,6,36
"RCVRN",0,0,0,0,0,0
"RD3",3,0,0,5,1,0
"RD3L",0,0,0,0,0,0
"RDH10",1706,6194,523,768,338,374
"RDH10-AS1",0,0,0,0,0,0
"RDH11",787,1122,840,1130,574,743
"RDH12",0,0,0,0,0,0
"RDH13",143,222,175,129,261,119
"RDH14",210,190,142,266,163,180
"RDH16",7,4,30,9,5,3
"RDH5",5,8,4,17,1,0
"RDH8",0,0,0,0,0,0
"RDM1",2,0,3,7,7,2
"RDX",591,674,734,1201,531,957
"REC114",0,0,0,0,0,0
"REC8",397,568,373,857,351,419
"RECK",844,974,802,4619,1161,1879
"RECQL",540,673,502,748,357,627
"RECQL4",41,47,40,73,17,15
"RECQL5",431,424,467,435,209,221
"REEP1",2,0,1,3,0,0
"REEP2",1040,678,1103,655,435,378
"REEP3",369,408,302,465,263,404
"REEP4",130,82,76,151,73,35
"REEP5",1919,2147,2300,2830,1442,1767
"REEP6",787,660,981,403,604,252
"REG1A",0,0,0,0,0,0
"REG1B",0,0,0,0,0,0
"REG1P",0,0,0,0,0,0
"REG3A",0,0,0,0,0,0
"REG3G",0,0,0,0,0,0
"REG4",0,0,0,0,0,0
"REL",47,64,50,38,69,46
"RELA",1817,2071,1906,1344,772,630
"RELB",518,396,414,260,90,79
"RELL1",28,37,49,24,15,17
"RELL2",440,550,509,280,203,180
"RELN",0,0,0,36,7,0
"RELT",166,178,190,118,51,43
"REM1",0,0,0,0,0,0
"REM2",25,9,27,11,10,6
"REN",2,3,1,0,0,0
"RENBP",152,64,302,78,112,63
"REP15",3,4,1,12,18,29
"REPIN1",2512,2634,2444,2119,1341,1134
"REPS1",362,365,393,522,220,207
"REPS2",816,1191,997,376,550,586
"RER1",1430,1613,1448,1672,985,1124
"RERE",2996,2951,3262,3285,1977,1721
"REREP1Y",0,0,0,0,0,0
"REREP2Y",0,0,0,0,0,0
"RERG",3039,3220,3558,2381,2435,3459
"RERG-AS1",0,0,1,0,0,0
"RERG-IT1",6,5,7,6,1,0
"RERGL",0,0,0,0,0,0
"RESP18",0,0,0,0,0,0
"REST",487,563,493,710,328,536
"RET",17,18,25,31,12,3
"RETN",0,0,0,0,0,0
"RETNLB",0,0,0,0,0,0
"RETSAT",777,751,968,1003,521,541
"REV1",753,798,636,965,539,552
"REV3L",1062,1192,1627,579,452,654
"REV3L-IT1",2,1,1,0,0,1
"REXO1",268,325,219,328,154,135
"REXO1L10P",0,0,0,0,0,0
"REXO1L11P",0,0,0,0,0,0
"REXO1L12P",0,0,0,0,0,0
"REXO1L1P",0,1,0,2,2,0
"REXO1L2P",0,0,0,0,0,0
"REXO1L3P",0,0,0,0,0,0
"REXO1L4P",0,0,0,0,0,0
"REXO1L5P",0,0,0,0,0,0
"REXO1L6P",0,0,0,0,0,0
"REXO1L7P",0,0,0,0,0,0
"REXO1L8P",0,0,0,0,0,0
"REXO1L9P",0,0,0,0,0,0
"REXO2",1198,1160,1086,1019,527,610
"REXO4",390,440,331,484,232,323
"RFC1",571,802,678,959,938,915
"RFC2",633,700,476,358,198,189
"RFC3",55,61,65,86,46,66
"RFC3P1",0,0,0,0,0,0
"RFC4",136,132,126,172,67,76
"RFC5",128,130,133,156,82,75
"RFC5P1",0,0,0,0,0,0
"RFESD",27,17,25,46,21,27
"RFESDP1",0,0,0,0,0,0
"RFFL",160,172,144,216,72,109
"RFK",275,319,211,409,229,273
"RFKP1",0,0,0,0,0,0
"RFKP2",0,0,0,0,0,0
"RFNG",757,697,870,600,359,295
"RFPL1",1,0,0,1,2,10
"RFPL1S",128,83,149,101,95,92
"RFPL2",1,0,2,0,1,1
"RFPL3",0,0,0,0,0,0
"RFPL3-AS1_1",0,0,0,0,0,0
"RFPL3-AS1_2",0,0,0,0,0,0
"RFPL3S",3,6,4,6,8,2
"RFPL4A",0,0,0,5,0,0
"RFPL4AL1",0,0,0,0,0,0
"RFPL4AP1",0,0,0,0,0,0
"RFPL4AP3",0,0,0,0,0,0
"RFPL4AP5",0,0,0,0,0,0
"RFPL4AP6",1,0,1,1,0,5
"RFPL4AP7",0,0,0,0,0,0
"RFPL4B",0,0,0,0,0,0
"RFT1",266,325,341,334,186,189
"RFTN1",148,64,87,266,38,43
"RFTN1P1",0,0,74,3,0,0
"RFTN2",162,184,129,171,43,112
"RFWD2",471,482,419,513,293,358
"RFWD2P1",0,0,0,0,0,0
"RFWD3",379,433,422,375,184,231
"RFX1",391,420,399,342,281,208
"RFX2",241,239,198,70,55,21
"RFX3",63,133,122,238,160,196
"RFX3-AS1",36,25,35,13,7,16
"RFX4",0,0,0,0,0,0
"RFX5",730,876,687,836,431,567
"RFX6",1,0,0,0,0,0
"RFX7",242,209,271,235,167,247
"RFX8",20,1,10,20,2,0
"RFXANK",417,490,469,394,195,215
"RFXAP",148,244,170,101,98,94
"RGAG1",4,5,3,10,1,3
"RGAG4",177,280,276,279,111,110
"RGCC",12,14,2,52,14,4
"RGL1",2059,2038,1892,1457,1087,865
"RGL2",694,1250,922,1604,637,520
"RGL3",321,413,366,73,332,88
"RGL4",0,0,1,2,0,0
"RGMA",166,199,151,94,34,42
"RGMB",261,235,204,174,111,128
"RGMB-AS1",18,9,8,5,0,5
"RGN",157,176,194,275,144,119
"RGP1",1185,1678,1325,1442,1034,937
"RGPD1",0,0,0,0,0,0
"RGPD2",0,2,2,0,0,0
"RGPD3",1,0,2,2,1,0
"RGPD4",0,0,3,0,0,0
"RGPD4-AS1",0,1,0,0,0,1
"RGPD5",3,4,3,0,3,1
"RGPD6",0,0,0,0,0,0
"RGPD8",27,19,28,19,12,20
"RGR",0,0,0,0,0,0
"RGS1",0,4,1,12,16,0
"RGS10",263,134,284,380,17,100
"RGS11",34,38,137,74,108,5
"RGS12",219,252,225,319,142,140
"RGS13",0,0,0,0,0,0
"RGS14",1407,462,1034,380,250,151
"RGS16",1459,2215,723,38,4,1
"RGS17",2,2,0,0,0,0
"RGS17P1",0,0,0,0,0,0
"RGS18",0,0,0,46,1,5
"RGS19",64,64,74,192,64,65
"RGS2",34,27,15,189,17,29
"RGS20",0,0,0,3,1,2
"RGS21",0,0,0,0,0,0
"RGS22",44,43,61,19,53,34
"RGS3",1176,1007,829,481,805,372
"RGS4",387,320,89,313,24,75
"RGS5",34804,36240,37125,38274,30576,47864
"RGS6",3,0,0,9,0,0
"RGS7",28,12,25,85,70,103
"RGS7BP",461,604,304,875,487,779
"RGS8",2,4,1,0,0,1
"RGS9",411,394,644,401,461,232
"RGS9BP",9,10,13,8,17,11
"RGSL1",0,0,1,0,0,0
"RHAG",0,0,0,0,0,0
"RHBDD1",219,178,219,195,134,154
"RHBDD2",2666,2333,3004,2177,1118,946
"RHBDD3",300,306,336,292,141,155
"RHBDF1",512,652,816,573,198,219
"RHBDF1P1",0,1,0,0,0,0
"RHBDF2",224,141,272,478,105,136
"RHBDL1",39,13,57,67,29,18
"RHBDL2",5,1,5,11,0,2
"RHBDL3",0,1,1,7,0,0
"RHBG",1,2,2,0,1,0
"RHCE",45,54,85,35,10,5
"RHCG",4,4,0,0,1,0
"RHD",1,1,2,0,2,2
"RHEB",768,708,626,1105,401,656
"RHEBL1",13,15,14,6,1,2
"RHEBP1",0,0,0,0,1,0
"RHEBP2",0,0,0,5,1,1
"RHEBP3",0,0,0,0,0,0
"RHNO1",225,209,239,304,141,193
"RHO",1,0,0,4,2,0
"RHOA",5420,6179,5104,5886,2638,3552
"RHOA-IT1",0,0,1,0,0,0
"RHOB",338,452,208,822,769,582
"RHOBTB1",338,249,312,358,457,441
"RHOBTB2",621,992,773,1135,390,667
"RHOBTB3",2916,3580,3538,3882,2437,3807
"RHOC",2098,1680,1739,2183,890,998
"RHOD",649,546,666,403,281,206
"RHOF",253,243,373,447,301,258
"RHOG",413,416,334,537,135,184
"RHOH",1,0,1,8,2,0
"RHOJ",31,1,6,24,50,20
"RHOQ",716,779,858,1052,483,730
"RHOQP1",6,7,8,2,2,0
"RHOQP2",0,0,0,0,0,0
"RHOQP3",0,0,1,0,0,1
"RHOT1",438,500,514,969,600,631
"RHOT1P1",0,0,0,0,0,0
"RHOT1P2",0,0,0,0,0,0
"RHOT1P3",0,0,0,0,0,0
"RHOT2",1634,1686,1740,1671,1222,878
"RHOU",312,452,225,321,119,185
"RHOV",52,74,37,54,29,46
"RHOXF1",2,4,2,9,1,0
"RHOXF1-AS1",0,2,1,3,0,7
"RHOXF1P1",0,0,0,0,0,0
"RHOXF1P2",0,0,0,0,0,0
"RHOXF1P3",1,0,1,0,0,3
"RHOXF2",0,0,0,0,0,0
"RHOXF2B",0,0,0,0,0,0
"RHPN1",783,761,702,744,579,277
"RHPN1-AS1",37,34,39,37,12,15
"RHPN2",47,82,33,32,10,27
"RIBC1",48,76,48,25,34,31
"RIBC2",4,15,24,14,0,0
"RIC1",1010,723,923,857,580,580
"RIC3",299,216,347,547,320,302
"RIC8A",1550,1212,1502,1561,787,727
"RIC8B",154,162,173,339,187,189
"RICTOR",285,333,361,393,281,346
"RIF1",397,482,449,721,548,661
"RIIAD1",1,0,1,1,0,0
"RILP",246,214,360,269,162,92
"RILPL1",313,365,300,382,176,190
"RILPL2",687,765,545,507,243,279
"RIMBP2",236,222,149,310,193,100
"RIMBP3",0,0,1,0,0,2
"RIMBP3B",0,0,0,0,0,0
"RIMBP3C",0,0,0,0,0,0
"RIMKLA",285,927,622,126,84,122
"RIMKLB",483,656,584,850,464,658
"RIMKLBP1",0,0,0,0,0,0
"RIMKLBP2",0,0,0,0,0,0
"RIMS1",5,0,2,20,0,13
"RIMS2",2,0,1,5,2,3
"RIMS3",117,60,210,145,40,35
"RIMS4",19,12,74,29,52,95
"RIN1",484,652,627,353,192,148
"RIN2",1958,1359,1805,1631,812,1210
"RIN3",261,235,318,278,80,63
"RING1",757,854,785,925,474,491
"RINL",216,225,232,380,248,247
"RINT1",253,207,199,215,140,147
"RIOK1",213,263,148,285,123,149
"RIOK2",237,252,197,413,144,218
"RIOK3",740,1019,914,981,479,633
"RIOK3P1",0,0,0,0,0,0
"RIPK1",931,963,793,850,504,488
"RIPK2",334,194,202,270,96,139
"RIPK3",81,56,69,110,74,80
"RIPK4",128,54,280,141,101,87
"RIPPLY1",0,0,0,16,0,0
"RIPPLY2",0,6,0,11,1,0
"RIPPLY3",1,0,2,8,0,6
"RIT1",294,404,314,422,217,284
"RIT2",0,0,0,0,1,0
"RITA1",434,453,464,295,136,178
"RLBP1",0,0,0,0,0,0
"RLF",209,464,289,327,166,247
"RLIM",464,585,571,642,398,460
"RLIMP1",0,0,0,0,0,0
"RLIMP2",1,0,4,0,0,0
"RLN1",2,4,7,12,4,6
"RLN2",13,21,24,48,23,54
"RLN3",3,2,3,0,3,1
"RLTPR",48,68,44,66,26,19
"RMDN1",664,700,616,722,443,537
"RMDN2",66,70,84,242,97,115
"RMDN2-AS1",0,2,1,0,0,0
"RMDN3",768,835,728,673,404,430
"RMI1",118,214,230,204,104,136
"RMI2",28,8,19,75,26,27
"RMND1",169,175,205,346,191,212
"RMND5A",344,396,267,681,294,381
"RMND5B",796,766,836,750,552,442
"RMRP",9,37,13,8,7,6
"RMRPP5",0,0,0,0,0,0
"RMST",0,0,0,0,1,5
"RMST_10",0,0,0,0,0,0
"RMST_2",0,0,0,0,0,0
"RMST_3",0,0,0,0,0,0
"RMST_4",0,0,0,0,0,0
"RMST_5",0,0,0,0,0,0
"RMST_6",0,0,0,0,0,0
"RMST_7",0,0,0,0,0,0
"RMST_8",0,0,0,0,0,0
"RMST_9",0,0,0,0,0,0
"RN7SK",56,58,26,87,15,28
"RN7SKP1",0,0,0,0,0,0
"RN7SKP10",0,0,0,0,0,0
"RN7SKP100",0,0,0,0,0,0
"RN7SKP101",0,0,0,0,0,0
"RN7SKP102",0,0,0,0,0,0
"RN7SKP103",0,0,0,0,0,0
"RN7SKP104",0,0,0,0,0,0
"RN7SKP105",0,0,0,0,0,0
"RN7SKP106",0,0,0,0,0,0
"RN7SKP107",0,0,0,0,0,0
"RN7SKP108",0,0,0,0,0,0
"RN7SKP109",0,0,0,0,0,0
"RN7SKP11",0,0,1,0,0,0
"RN7SKP110",0,0,0,0,0,0
"RN7SKP111",0,0,0,0,0,0
"RN7SKP112",0,0,0,0,0,0
"RN7SKP113",0,0,0,0,0,0
"RN7SKP114",0,0,0,0,0,0
"RN7SKP115",0,0,0,0,0,0
"RN7SKP116",0,0,0,0,0,0
"RN7SKP117",0,0,0,0,0,0
"RN7SKP118",0,0,0,0,0,0
"RN7SKP119",0,0,0,0,0,0
"RN7SKP12",0,0,0,0,0,0
"RN7SKP120",0,0,0,0,0,0
"RN7SKP121",0,0,0,0,0,0
"RN7SKP122",0,0,0,0,0,0
"RN7SKP123",0,0,0,0,0,0
"RN7SKP124",0,0,0,0,0,0
"RN7SKP125",0,0,0,0,0,0
"RN7SKP126",0,0,0,0,0,0
"RN7SKP127",0,0,0,0,0,0
"RN7SKP128",0,0,0,0,0,0
"RN7SKP129",0,0,0,0,0,0
"RN7SKP13",0,0,0,0,0,0
"RN7SKP130",0,0,0,0,0,0
"RN7SKP131",0,0,0,0,0,0
"RN7SKP132",0,0,0,0,0,0
"RN7SKP133",0,0,0,0,0,0
"RN7SKP134",0,0,0,0,0,0
"RN7SKP135",0,0,0,0,0,0
"RN7SKP136",0,0,0,0,0,0
"RN7SKP137",0,0,0,1,0,0
"RN7SKP139",0,0,0,0,0,0
"RN7SKP14",0,0,0,0,0,0
"RN7SKP140",0,0,0,0,0,0
"RN7SKP141",0,0,0,0,0,0
"RN7SKP142",0,0,0,0,0,0
"RN7SKP143",0,0,0,0,0,0
"RN7SKP144",0,0,0,0,0,0
"RN7SKP145",0,0,0,0,0,0
"RN7SKP146",0,0,0,0,0,0
"RN7SKP147",0,0,0,0,0,0
"RN7SKP148",0,0,0,0,0,0
"RN7SKP149",0,0,0,0,0,0
"RN7SKP15",0,0,0,0,0,0
"RN7SKP150",0,0,1,0,0,0
"RN7SKP151",0,0,0,0,0,0
"RN7SKP152",0,0,0,0,0,0
"RN7SKP153",0,0,0,0,0,0
"RN7SKP154",0,0,0,0,0,0
"RN7SKP155",0,0,0,0,0,0
"RN7SKP156",0,0,0,0,0,0
"RN7SKP157",0,0,0,0,0,0
"RN7SKP158",0,0,0,0,0,0
"RN7SKP159",0,0,0,0,0,0
