	id	baseMean	baseMeanA	baseMeanB	foldChange	log2FoldChange	pval	padj
7621	BCAM	3138.3462840878	4503.5229981958	1773.1695699797	0.393729436	-1.3447235197	3.41417249410017E-007	3.28651983798588E-005
56139	TTC34	88.398569721	141.1651732778	35.6319661641	0.2524132924	-1.9861402082	3.42112953489721E-007	3.28651983798588E-005
25872	MT-ATP6	88085.6322612835	31409.3136202031	144761.950902364	4.608886162	2.204418134	3.42170524180131E-007	3.28651983798588E-005
57382	WFDC2	190.9153702737	369.5031360593	12.3276044882	0.0333626519	-4.9056222227	3.46855606343753E-007	3.3206323489674E-005
30934	PTPRO	372.1525674584	75.8827956311	668.4223392856	8.8086150981	3.1389152146	3.88843568692117E-007	3.71047959115165E-005
16190	FGL2	51.0732553369	0.5844511671	101.5620595068	173.7733881389	7.4410633528	3.99453293862275E-007	3.79934553366732E-005
4935	AGR3	25.3947863212	4.4670652673	46.3225073752	10.3697852177	3.3743141078	4.04177925052466E-007	3.83184217294887E-005
16755	GALNT18	1150.5169556846	1705.2253880868	595.8085232823	0.349401626	-1.5170417728	4.15265297429759E-007	3.92425706071122E-005
26002	MTCO3P12	81.9256739675	31.1084696451	132.74287829	4.2670976684	2.0932551324	4.32210159675843E-007	4.07125293495299E-005
26571	NAMPT	745.2054272033	1106.7482034294	383.6626509773	0.3466575774	-1.528416799	4.38054697269486E-007	4.11308088349667E-005
14352	DPYSL4	300.6237021361	468.6568520387	132.5905522335	0.2829160646	-1.8215539963	0.000000444	4.15580704862205E-005
7649	BCL11A	26.5427929803	5.5221386456	47.5634473149	8.6132294691	3.1065542673	4.48915981601337E-007	4.18821454809273E-005
10313	CLK1	719.3736761478	381.3437798669	1057.4035724286	2.772835505	1.4713620328	4.65401856769388E-007	4.32823726795531E-005
9391	CD59	4354.0235021101	6340.7433141644	2367.3036900557	0.3733479772	-1.4214071805	5.10800397909341E-007	4.73541065087156E-005
15813	FAM81B	17.1951602815	32.5540986705	1.8362218924	0.0564052444	-4.1480268827	5.22244820942639E-007	4.82623407871123E-005
30731	PSMB8	458.3996211239	691.1074555758	225.691786672	0.3265654058	-1.6145561256	5.26111400780913E-007	4.84667719681662E-005
54371	TCEAL5	27.0478964881	5.6880808426	48.4077121336	8.5103769572	3.0892230358	5.29812381849253E-007	4.86547138754667E-005
55999	TSC22D3	876.9270457753	475.8170115571	1278.0370799935	2.6859844204	1.4254509367	5.60441340192111E-007	5.13066533153996E-005
8738	CACNA1C	214.1228658655	353.3433087877	74.9024229432	0.2119820047	-2.2379862963	5.67407700062233E-007	5.17825812253057E-005
51003	RTN4RL2	239.4413215504	362.9159559031	115.9666871977	0.3195414401	-1.6459250538	5.69297266476112E-007	5.17936752217941E-005
57473	WWC2	1497.328522197	813.0165769885	2181.6404674056	2.6833898953	1.4240566927	6.01443842629288E-007	5.45489082657121E-005
10246	CLDN19	162.0734944591	73.8448911913	250.3020977269	3.3895655297	1.7611003624	6.1171809308591E-007	5.53095109165177E-005
27727	OLR1	12.8357617685	0.600807427	25.0707161101	41.728372496	5.3829567481	6.37260018758738E-007	5.74416376908838E-005
15350	EXT1	1070.7586864977	582.1908839727	1559.3264890228	2.6783766836	1.4213588738	6.45149438279489E-007	5.79743950748394E-005
26498	MYZAP	276.9567887323	413.9970948212	139.9164826433	0.3379648901	-1.5650547169	6.91125272163776E-007	6.19159475475163E-005
18867	HS6ST3	31.2734930648	6.8208482115	55.7261379181	8.1699718555	3.0303311085	7.16533233049003E-007	6.3996466652959E-005
8822	CALY	69.0357443046	112.0710924286	26.0003961805	0.2319991321	-2.1078086864	7.39404513852227E-007	6.58384657547142E-005
19054	HTRA1	5583.9499943359	9036.1288798851	2131.7711087867	0.2359164126	-2.0836523054	7.56943004696979E-007	6.71958949169636E-005
20068	ITPKC	724.5153525961	1055.0418173117	393.9888878805	0.3734343809	-1.4210733369	7.72636498233806E-007	6.83818314675509E-005
20045	ITGB8	190.850897458	26.8034344511	354.8983604648	13.2407793155	3.7269161326	7.92641673447453E-007	6.99410777820577E-005
7798	BMP3	2854.1278243672	1036.0111055271	4672.2445432072	4.5098402114	2.1730763181	0.000000801	7.04698917603961E-005
46993	RP11-800A3.7	76.8773542224	121.427063274	32.3276451708	0.2662309727	-1.9092496739	8.07069555723941E-007	7.07877324399187E-005
20270	KBTBD11	58.3253892259	94.6326505136	22.0181279382	0.2326694626	-2.1036462226	0.00000082	7.17061748112274E-005
26755	NDP	9.7221125255	0	19.444225051	Inf	Inf	8.23491114150216E-007	7.1798131514972E-005
8535	C4B	28.1340442468	52.7675830575	3.500505436	0.0663381802	-3.9140167523	8.49628648468636E-007	7.38571847385421E-005
54041	SYNC	1014.8000992052	1501.8206035	527.7795949103	0.3514265244	-1.5087050102	8.5342614068843E-007	7.39678070753478E-005
55083	TMEM30B	16.8433731637	1.8123116336	31.8744346939	17.5877228305	4.1364967969	8.92527323625607E-007	7.71285780106554E-005
20049	ITIH3	189.2767447671	38.5252820066	340.0282075276	8.826105607	3.1417770097	9.01114938859782E-007	7.74920746480018E-005
25597	MPP5	802.5956121296	430.7383905655	1174.4528336936	2.7266035706	1.4471049575	0.000000902	7.74920746480018E-005
19115	ID4	277.0046710956	95.0888822019	458.9204599893	4.8262262566	2.2708955516	9.12331639715478E-007	7.8148407559839E-005
5291	AL132988.1	60.3817004708	21.7569640925	99.006436849	4.5505630486	2.1860450634	9.21259719658126E-007	7.86831005463114E-005
25876	MT-CO3	162057.524881243	74115.3504999392	249999.699262546	3.3731163325	1.7540820751	9.26550506958438E-007	7.89049334341496E-005
9158	CCDC68	59.5666993891	20.6937090719	98.4396897063	4.7569862592	2.250047858	9.37464675583564E-007	0.000079603
28990	PCBP3	37.0404313102	68.9645658286	5.1162967918	0.0741873269	-3.7526834306	0.000001015	8.59354417422086E-005
19877	INTS10	988.2967433865	1439.8216603586	536.7718264144	0.3728043835	-1.4235092714	1.03116932274826E-006	8.70550585300005E-005
26313	MTURN	512.184499891	279.8692926677	744.4997071143	2.6601693241	1.4115180785	1.0379410317643E-006	8.73749497860203E-005
17397	GPCPD1	345.9012749141	509.0338708067	182.7686790216	0.359050133	-1.4777427979	1.06474067268988E-006	8.9374149015616E-005
55379	TP53I3	321.7162092031	163.4011440228	480.0312743834	2.9377473288	1.5547103172	1.07226536504858E-006	8.97486110545661E-005
10502	COCH	783.7668024474	57.5765131764	1509.9570917184	26.2252263713	4.7128833208	1.09379643452664E-006	9.12003652734529E-005
10180	CISH	92.8070518047	175.539232644	10.0748709654	0.0573938419	-4.1229602393	1.09583644226849E-006	9.12003652734529E-005
16899	GBP6	89.3708694662	36.3394152599	142.4023236726	3.9186740528	1.9703655775	1.10161028347336E-006	9.14211706922156E-005
16221	FJX1	949.3770377072	531.2510228521	1367.5030525623	2.5741184369	1.3640784345	1.21148559380755E-006	9.9995657245925E-005
41246	RP11-372K14.2	27.1130044107	48.3746776412	5.8513311802	0.1209585565	-3.0474152666	1.21175826326347E-006	9.9995657245925E-005
26710	NCKAP5	27.058711073	4.5686252721	49.5487968739	10.8454499818	3.4390180071	1.21628363303573E-006	0.0001000872
23297	MCF2	48.2977472717	15.5331228783	81.0623716651	5.2186783237	2.3836844778	0.000001226	0.0001006016
51592	SESN3	631.4874553079	339.9995315681	922.9753790478	2.7146372079	1.4407594049	1.30117990619577E-006	0.0001064576
14244	DOC2A	37.8659284322	11.0797473934	64.652109471	5.8351609631	2.5447724533	1.30460121749833E-006	0.0001064576
51872	SIX4	81.4215590713	135.7874833885	27.055634754	0.1992498431	-2.3273495071	1.36280378760242E-006	0.0001108982
5969	ALDH1A1	184.4679384251	7.2690252398	361.6668516104	49.7545186157	5.6367556495	1.40451242683655E-006	0.0001139381
55315	TNXB	56.0323654305	100.360960655	11.7037702061	0.1166167614	-3.1001529316	1.4079397006135E-006	0.0001139381
10606	COPZ2	399.7392786773	593.4393228819	206.0392344727	0.3471951159	-1.5261814419	1.44085856597966E-006	0.0001162809
18717	HOGA1	62.3328623475	23.207723274	101.4580014209	4.3717343672	2.1282057435	0.00000151	0.0001215243
27728	OMA1	66.2349316401	25.3001840444	107.1696792357	4.2359248869	2.0826770071	1.56433117727195E-006	0.0001255536
13331	CXCL3	26.7287802372	48.8413242376	4.6162362368	0.0945149688	-3.4033133555	0.00000157	0.0001256616
29658	PKIG	1049.8002036786	1532.299665298	567.3007420593	0.3702283273	-1.4335128103	1.57635895169841E-006	0.0001258295
4938	AGT	26.14855199	48.4598813861	3.8372225938	0.0791834913	-3.6586565116	0.000001601	0.0001274493
51444	SEMA4B	506.1336949963	798.8985697284	213.3688202642	0.2670787361	-1.9046629769	1.60665865081103E-006	0.000127553
18718	HOMER1	420.6951086884	221.0015438025	620.3886735743	2.8071689586	1.4891158998	1.70246408065182E-006	0.0001347937
27165	NOC3L	554.9681229361	290.9287922666	819.0074536056	2.8151474704	1.4932104993	1.73234632655602E-006	0.0001365862
22489	LIPG	54.3685280229	100.2097510877	8.527304958	0.0850945628	-3.5547892372	1.73442842857432E-006	0.0001365862
20675	KLHL13	35.0853474736	10.0416951381	60.1289998091	5.9879332107	2.5820581297	1.74992417306462E-006	0.0001374371
15962	FBP1	601.7447522253	339.4751724855	864.014331965	2.5451473392	1.3477491767	1.75924238390513E-006	0.0001377995
13529	CYP4X1	29.2889239692	7.3136287265	51.2642192118	7.0094095734	2.8092929262	1.76553442857421E-006	0.0001379235
53877	STX1B	97.8156952949	156.286078908	39.3453116819	0.251751864	-1.9899256348	1.77060107839836E-006	0.0001379515
51445	SEMA4C	547.6249485071	831.3499862823	263.8999107319	0.3174353943	-1.6554650959	1.82191762010545E-006	0.0001415731
9813	CFH	8838.3626561232	3930.7441583674	13745.981153879	3.4970429517	1.8061355157	1.85049041411795E-006	0.000143413
25986	MTCO2P12	70.2823781796	26.9484639904	113.6162923687	4.216058192	2.0758947799	1.9175555106542E-006	0.0001482184
15038	EMX2	1893.7048032087	1057.65466155	2729.7549448674	2.5809510837	1.3679027985	1.92664134455121E-006	0.0001485288
13871	DENND5B	1131.3079294533	619.7790216761	1642.8368372305	2.6506815813	1.4063633738	1.97053608461407E-006	0.0001515141
10521	COL17A1	1242.964700708	2442.0129405975	43.9164608185	0.0179837134	-5.7971652414	1.97580459813037E-006	0.0001515215
13695	DDAH1	851.045695951	240.9694885174	1461.1219033846	6.0635141502	2.6001541596	2.15927807702888E-006	0.0001649736
54317	TBCK	307.4870648939	163.0277282174	451.9464015704	2.7722057254	1.4710343239	2.16247975479494E-006	0.0001649736
29216	PDK3	230.4872133375	334.7516975984	126.2227290765	0.377063746	-1.4071196503	2.17914484871322E-006	0.0001658131
6097	AMOTL1	1481.7001914248	845.7627442647	2117.6376385848	2.5038199577	1.3241308261	2.18572022949355E-006	0.0001658826
23251	MB21D2	79.512560421	31.0482658666	127.9768549755	4.1218680465	2.0432983206	2.20740923774308E-006	0.0001670957
16526	FRY	2235.9957782671	842.6628984886	3629.3286580456	4.3069757367	2.1066751962	2.21928531820713E-006	0.0001675618
25925	MT2A	1142.2514438372	2088.8768223193	195.6260653551	0.0936513169	-3.4165569076	2.23941756069751E-006	0.0001686471
22934	LYPD6	120.6325757893	54.8036404791	186.4615110994	3.4023562937	1.7665342275	2.28239549790234E-006	0.000171443
28997	PCDH10	110.6591467767	32.3822427356	188.9360508178	5.8345573023	2.5446231954	2.39544764176293E-006	0.0001794748
51483	SEPT11	2949.5169560362	1631.0875602769	4267.9463517955	2.616626143	1.3877078105	2.40460028065871E-006	0.0001797009
14207	DNER	1630.5370948817	3065.7462649189	195.3279248445	0.0637130108	-3.9722681755	2.42959952691804E-006	0.0001811072
53416	SPIN4	136.5155051304	64.4000278653	208.6309823955	3.2396101261	1.6958202011	0.000002467	0.0001834261
30952	PTX3	213.4051378152	382.9569536454	43.8533219849	0.1145124056	-3.1264241956	2.5548985492147E-006	0.0001894829
8451	C21orf62	358.7015747078	195.0077477269	522.3954016886	2.6788443422	1.4216107539	2.57188654820186E-006	0.0001902612
23080	MAN1C1	1026.0017512207	1674.353042537	377.6504599043	0.2255500783	-2.1484803078	2.71264928882748E-006	0.0002001689
53687	ST3GAL1	495.0221986323	839.35290154	150.6914957247	0.1795329419	-2.4776795111	2.74873560194071E-006	0.0002023221
14758	EFNA1	2786.099478113	4631.135681819	941.0632744069	0.2032035637	-2.2990023913	2.81763392190534E-006	0.0002060722
26505	MZT2A	406.3406122715	596.1555688423	216.5256557006	0.3632032762	-1.4611508789	2.81974739700211E-006	0.0002060722
12889	CTD-2562J17.6	1169.29270717	640.9362088634	1697.6492054765	2.6487022921	1.4052856973	2.8207870286025E-006	0.0002060722
50265	RPL39P40	27.9938408459	6.451786005	49.5358956869	7.6778578286	2.940703846	2.93741606667385E-006	0.000213889
13276	CTXN1	86.7676537724	138.5444689149	34.9908386299	0.2525603433	-1.9852999682	2.94238831303003E-006	0.000213889
15143	EPHB1	819.6677701155	1229.14877033	410.186769901	0.3337161292	-1.583306678	3.01221485570299E-006	0.0002184229
29782	PLEKHH1	1692.7585217041	940.2323775704	2445.2846658378	2.6007237404	1.3789131584	3.02934312753615E-006	0.0002187724
6807	APOD	43099.1790806757	77825.0312013816	8373.3269599698	0.1075916942	-3.2163613847	0.000003032	0.0002187724
16670	G2E3	164.9672730312	63.195543735	266.7390023273	4.2208514487	2.0775340551	3.12624298861396E-006	0.0002250204
30935	PTPRQ	28.4338996152	4.7216336548	52.1461655757	11.0440939278	3.4652031578	3.20362923649814E-006	0.0002300253
26102	MTND1P23	37.9644227149	8.5152435804	67.4136018494	7.9168142652	2.984920005	3.22830541844472E-006	0.0002312303
25874	MT-CO1	266943.15458106	99025.6892296658	434860.619932454	4.3913920046	2.1346783247	3.35564756705502E-006	0.0002396785
51762	SHC1	6403.0234694948	9121.4098438397	3684.6370951498	0.4039547787	-1.3077342973	3.36261628444187E-006	0.0002396785
13334	CXCL8	193.3309974795	369.0673239026	17.5946710564	0.0476733374	-4.3906735641	3.37179818195256E-006	0.0002397496
8762	CACNB4	528.6904752495	272.667973936	784.712976563	2.8779066541	1.5250197985	3.51306193980364E-006	0.0002491892
23156	MAPK4	1672.7562389864	999.996172539	2345.5163054339	2.3455252828	1.229911052	3.67723848088422E-006	0.0002602046
55499	TRAF3IP2	812.3717473201	1172.101929841	452.6415647993	0.3861793529	-1.3726570623	3.73436810466564E-006	0.0002636104
26377	MYBPH	90.660869556	175.4647871529	5.8569519592	0.033379643	-4.9048876636	3.76578111565935E-006	0.0002651337
55060	TMEM253	50.4184137924	18.8407971801	81.9960304047	4.3520467643	2.1216940589	0.000003774	0.0002651337
15132	EPHA1	19.3002403075	3.3209861001	35.279494515	10.6231984873	3.4091463005	3.85855005031935E-006	0.0002704216
8752	CACNA1I	77.81017927	125.1931819409	30.4271765992	0.2430418025	-2.0407236203	3.97327772059472E-006	0.0002777975
9050	CCDC126	552.5707575812	301.5756125532	803.5659026092	2.6645586352	1.4138965808	4.0160612629955E-006	0.0002801203
15233	ERP27	109.535471217	185.8450228266	33.2259196075	0.1787829402	-2.4837190162	4.26073236685703E-006	0.0002964802
6745	AP5B1	434.6134120925	621.1651323753	248.0616918096	0.3993490279	-1.3242778928	4.27430062957748E-006	0.0002967195
55980	TRPM8	18.4585513651	0.9078670396	36.0092356906	39.6635565787	5.3097421428	4.37091193416617E-006	0.0003027089
6903	ARHGAP18	370.5556627123	102.1868639413	638.9244614833	6.2525107126	2.6444356242	4.39806644271829E-006	0.0003038711
45209	RP11-629G13.1	134.0610607651	244.9442835367	23.1778379935	0.0946249394	-3.4016357181	4.50706719979175E-006	0.0003105423
54767	TINCR	44.4623118055	88.6688087715	0.2558148396	0.0028850601	-8.4371829273	4.51582213167633E-006	0.0003105423
4614	ADAMTS7P4	46.5583901152	15.445252656	77.6715275745	5.0288285536	2.3302223689	4.54283432019911E-006	0.0003116682
10290	CLEC5A	54.0644469047	2.1258381534	106.003055656	49.8641232348	5.6399302782	4.60766987787751E-006	0.0003153778
20618	KISS1	3479.1915896917	5904.4391205494	1053.9440588339	0.1785002838	-2.4860017267	4.74014337525511E-006	0.0003236888
30112	PPFIBP1	2025.5776944604	1170.9543791619	2880.2010097588	2.4597038629	1.2984846322	4.95920524892585E-006	0.0003378603
26362	MXRA5	53.1852768855	19.4822048652	86.8883489057	4.4598827241	2.1570057739	0.000005145	0.0003497067
16172	FGF9	539.5537612209	143.3059744735	935.8015479684	6.5300944459	2.7071038579	5.1662944617297E-006	0.0003503393
30600	PRR36	145.4941686361	223.3047048527	67.6836324196	0.3030998942	-1.7221347463	5.21982019592652E-006	0.0003531516
15149	EPHX2	486.2384493406	261.5612954778	710.9156032034	2.7179694224	1.4425292257	5.24521204595746E-006	0.0003540518
55248	TNFRSF18	17.705464375	33.4169842393	1.9939445106	0.0596685954	-4.0668843746	5.26528439816941E-006	0.0003545897
56159	TTC9	108.1203368007	169.1791531685	47.0615204329	0.2781756472	-1.8459319695	5.28628876412648E-006	0.0003551877
15992	FBXO2	1209.7314484226	1994.5573539574	424.9055428878	0.2130325017	-2.2308545402	5.59156868115972E-006	0.0003748398
54914	TMEM130	5687.9478498444	7939.452876217	3436.4428234718	0.4328311884	-1.2081236362	5.73247700091547E-006	0.0003834085
15297	ETV7	44.8291759124	81.7165226734	7.9418291514	0.0971875563	-3.3630845833	5.79578159350687E-006	0.0003867595
28679	OTOF	16.0009014592	2.1030149864	29.898787932	14.2171064524	3.8295559641	5.81584866237113E-006	0.0003872166
25886	MT-RNR2	241738.353948485	85671.7681537885	397804.939743182	4.6433609148	2.2151694217	5.85626605052334E-006	0.0003890234
12410	CTD-2270P14.5	50.0970216175	81.9195586027	18.2744846324	0.223078407	-2.1643772213	5.93991743209382E-006	0.0003936875
56030	TSPAN11	158.9628781115	292.1063242579	25.819431965	0.0883905271	-3.4999644272	5.99317807302838E-006	0.0003963209
46947	RP11-799D4.4	68.2419908864	108.2707493057	28.213232467	0.2605803751	-1.9401996595	0.00000612	0.0004037992
50580	RPS19	9014.9597686748	12812.3967820276	5217.5227553221	0.4072245688	-1.2961034896	6.1578441376038E-006	0.0004053799
27525	NUDT18	249.5804479231	361.0495570279	138.1113388184	0.3825273737	-1.386365104	6.19831748204273E-006	0.000406781
28801	PACSIN1	124.3492788825	208.7773697248	39.9211880403	0.1912141536	-2.38673878	6.20689854998705E-006	0.000406781
41554	RP11-38M8.1	19.6713120187	35.8577697437	3.4848542937	0.0971854725	-3.3631155178	6.23745200838242E-006	0.0004078709
51577	SERPINF1	19869.4456502411	29879.0162828382	9859.875017644	0.3299932944	-1.5994913861	6.40017330424791E-006	0.0004167251
29625	PITPNC1	241.3989525135	133.8273846332	348.9705203939	2.6076166799	1.3827318087	6.40130661537939E-006	0.0004167251
9566	CDKN2B	405.4095071696	20.6975095015	790.1215048376	38.1747139567	5.2545454418	6.41828986479016E-006	0.0004169042
15049	ENG	1366.2179379357	1991.1001580922	741.3357177792	0.3723246743	-1.425366867	6.50842195112661E-006	0.0004218235
31536	RCN1P2	27.8110958281	48.0084847111	7.6137069452	0.1585908614	-2.6566184549	6.52954378413451E-006	0.0004222582
25621	MRC2	2395.3699309842	3767.3560060565	1023.3838559118	0.2716451151	-1.8802049911	6.81049968216979E-006	0.0004394572
17344	GOLT1A	244.7478635824	355.2633745035	134.2323526613	0.3778389845	-1.4041565316	6.88193188097412E-006	0.0004430905
27490	NTNG2	207.9896714334	311.9402614995	104.0390813672	0.3335224535	-1.5841442046	0.000007028	0.0004515024
29489	PHLDA1	497.4472945039	288.5999663868	706.294622621	2.4473135997	1.2911989808	7.07721229699016E-006	0.0004536694
